time,data_no.,gyro_x,gyro_y,gyro_z,g_x_scaled,g_y_scaled,g_z_scaled,accel_x,accel_y,accel_z,a_x_scaled,a_y_scaled,a_z_scaled,rotation_x,rotation_y
2019-01-28 21:08:10.35,8878,-386,275,51,-2.9466,2.0992,0.3893,4780,3232,15176,0.2917,0.1973,0.9263,11.4823,-17.1221
2019-01-28 21:08:10.46,8879,-430,511,74,-3.2824,3.9008,0.5649,4608,3236,15264,0.2812,0.1975,0.9316,11.4727,-16.4531
2019-01-28 21:08:10.58,8880,-416,266,58,-3.1756,2.0305,0.4427,4760,3292,15336,0.2905,0.2009,0.936,11.5857,-16.8814
2019-01-28 21:08:10.69,8881,-412,274,63,-3.145,2.0916,0.4809,4932,3132,15200,0.301,0.1912,0.9277,11.089,-17.6301
2019-01-28 21:08:10.80,8882,-434,266,86,-3.313,2.0305,0.6565,4612,3540,15256,0.2815,0.2161,0.9312,12.5228,-16.4088
2019-01-28 21:08:10.92,8883,-431,248,65,-3.2901,1.8931,0.4962,4868,3148,15272,0.2971,0.1921,0.9321,11.1111,-17.3378
2019-01-28 21:08:11.03,8884,-432,274,73,-3.2977,2.0916,0.5573,5056,3272,15352,0.3086,0.1997,0.937,11.4441,-17.8539
2019-01-28 21:08:11.14,8885,-433,276,72,-3.3053,2.1069,0.5496,4816,3224,15232,0.2939,0.1968,0.9297,11.4098,-17.1881
2019-01-28 21:08:11.25,8886,-432,255,73,-3.2977,1.9466,0.5573,4900,3240,15452,0.2991,0.1978,0.9431,11.3029,-17.2423
2019-01-28 21:08:11.37,8887,-409,246,60,-3.1221,1.8779,0.458,5076,3276,15188,0.3098,0.2,0.927,11.5617,-18.0921
2019-01-28 21:08:11.48,8888,-415,263,72,-3.1679,2.0076,0.5496,4608,3292,15280,0.2812,0.2009,0.9326,11.6549,-16.4259
2019-01-28 21:08:11.59,8889,-420,270,68,-3.2061,2.0611,0.5191,5112,3228,15228,0.312,0.197,0.9294,11.3626,-18.1802
2019-01-28 21:08:11.70,8890,-388,274,77,-2.9618,2.0916,0.5878,5028,3328,15276,0.3069,0.2031,0.9324,11.6916,-17.8278
2019-01-28 21:08:11.81,8891,-428,259,69,-3.2672,1.9771,0.5267,4972,3256,15116,0.3035,0.1987,0.9226,11.564,-17.8251
2019-01-28 21:08:11.93,8892,-420,256,80,-3.2061,1.9542,0.6107,4936,3180,15252,0.3013,0.1941,0.9309,11.22,-17.5791
2019-01-28 21:08:12.04,8893,-412,269,65,-3.145,2.0534,0.4962,4828,3204,15224,0.2947,0.1956,0.9292,11.3436,-17.2408
2019-01-28 21:08:12.15,8894,-421,267,76,-3.2137,2.0382,0.5802,4932,3224,15200,0.301,0.1968,0.9277,11.4063,-17.6101
2019-01-28 21:08:12.26,8895,-412,315,67,-3.145,2.4046,0.5115,4920,3164,15220,0.3003,0.1931,0.929,11.189,-17.5622
2019-01-28 21:08:12.38,8896,-404,250,70,-3.084,1.9084,0.5344,4748,3284,15216,0.2898,0.2004,0.9287,11.6416,-16.9626
2019-01-28 21:08:12.49,8897,-424,269,67,-3.2366,2.0534,0.5115,4780,3220,15204,0.2917,0.1965,0.928,11.4221,-17.0963
2019-01-28 21:08:12.60,8898,-421,277,67,-3.2137,2.1145,0.5115,5068,3296,15208,0.3093,0.2012,0.9282,11.6188,-18.0396
2019-01-28 21:08:12.71,8899,-413,264,82,-3.1527,2.0153,0.626,4932,3272,15404,0.301,0.1997,0.9402,11.4364,-17.39
2019-01-28 21:08:12.83,8900,-421,270,73,-3.2137,2.0611,0.5573,4892,3212,15132,0.2986,0.196,0.9236,11.4186,-17.5492
2019-01-28 21:08:12.94,8901,-425,497,79,-3.2443,3.7939,0.6031,4820,3308,15300,0.2942,0.2019,0.9338,11.6521,-17.1145
2019-01-28 21:08:13.05,8902,-398,9,73,-3.0382,0.0687,0.5573,4792,3108,15224,0.2925,0.1897,0.9292,11.0194,-17.14
2019-01-28 21:08:13.17,8903,-442,272,77,-3.374,2.0763,0.5878,4868,3272,15288,0.2971,0.1997,0.9331,11.5266,-17.2949
2019-01-28 21:08:13.28,8904,-428,273,57,-3.2672,2.084,0.4351,4876,3244,15512,0.2976,0.198,0.9468,11.2826,-17.1021
2019-01-28 21:08:13.39,8905,-433,3,59,-3.3053,0.0229,0.4504,4632,3300,15392,0.2827,0.2014,0.9395,11.6017,-16.3965
2019-01-28 21:08:13.51,8906,-415,276,82,-3.1679,2.1069,0.626,4624,3356,15268,0.2822,0.2048,0.9319,11.8801,-16.4779
2019-01-28 21:08:13.62,8907,-421,257,83,-3.2137,1.9618,0.6336,4816,3224,15336,0.2939,0.1968,0.936,11.3412,-17.083
2019-01-28 21:08:13.73,8908,-405,3,57,-3.0916,0.0229,0.4351,4816,3244,15284,0.2939,0.198,0.9329,11.4441,-17.1311
2019-01-28 21:08:13.84,8909,-412,287,65,-3.145,2.1908,0.4962,4852,3232,15256,0.2961,0.1973,0.9312,11.4138,-17.2827
2019-01-28 21:08:13.96,8910,-409,251,60,-3.1221,1.916,0.458,4760,3284,15176,0.2905,0.2004,0.9263,11.6663,-17.0433
2019-01-28 21:08:14.07,8911,-415,287,62,-3.1679,2.1908,0.4733,4804,3308,15308,0.2932,0.2019,0.9343,11.6501,-17.053
2019-01-28 21:08:14.18,8912,-442,257,62,-3.374,1.9618,0.4733,4880,3184,15484,0.2979,0.1943,0.9451,11.0961,-17.1557
2019-01-28 21:08:14.29,8913,-431,273,54,-3.2901,2.084,0.4122,4792,3256,15356,0.2925,0.1987,0.9373,11.4425,-16.976
2019-01-28 21:08:14.41,8914,-401,1,54,-3.0611,0.0076,0.4122,5064,3216,15304,0.3091,0.1963,0.9341,11.2825,-17.9431
2019-01-28 21:08:14.52,8915,-434,10,59,-3.313,0.0763,0.4504,4844,3288,15236,0.2957,0.2007,0.9299,11.6215,-17.264
2019-01-28 21:08:14.63,8916,-388,265,62,-2.9618,2.0229,0.4733,5056,3492,15156,0.3086,0.2131,0.925,12.3289,-18.0083
2019-01-28 21:08:14.74,8917,-417,237,73,-3.1832,1.8092,0.5573,4852,3324,15248,0.2961,0.2029,0.9307,11.7353,-17.2707
2019-01-28 21:08:14.86,8918,-404,257,74,-3.084,1.9618,0.5649,4832,3320,15168,0.2949,0.2026,0.9258,11.7805,-17.286
2019-01-28 21:08:14.97,8919,-434,271,56,-3.313,2.0687,0.4275,4844,3240,15148,0.2957,0.1978,0.9246,11.5151,-17.3647
2019-01-28 21:08:15.08,8920,-428,264,58,-3.2672,2.0153,0.4427,4880,3320,15216,0.2979,0.2026,0.9287,11.7372,-17.398
2019-01-28 21:08:15.19,8921,-418,276,65,-3.1908,2.1069,0.4962,5072,3256,15256,0.3096,0.1987,0.9312,11.449,-18.0113
2019-01-28 21:08:15.31,8922,-421,267,66,-3.2137,2.0382,0.5038,4780,3204,15264,0.2917,0.1956,0.9316,11.3272,-17.0391
2019-01-28 21:08:15.42,8923,-412,261,77,-3.145,1.9924,0.5878,4756,3200,15352,0.2903,0.1953,0.937,11.2607,-16.8714
2019-01-28 21:08:15.53,8924,-405,3,84,-3.0916,0.0229,0.6412,4608,3256,15256,0.2812,0.1987,0.9312,11.5471,-16.4567
2019-01-28 21:08:15.64,8925,-425,277,75,-3.2443,2.1145,0.5725,4708,3548,15208,0.2874,0.2166,0.9282,12.5638,-16.7769
2019-01-28 21:08:15.76,8926,-402,265,66,-3.0687,2.0229,0.5038,4656,3248,15280,0.2842,0.1982,0.9326,11.4936,-16.5968
2019-01-28 21:08:15.87,8927,-401,284,68,-3.0611,2.1679,0.5191,4940,3240,15360,0.3015,0.1978,0.9375,11.3544,-17.4683
2019-01-28 21:08:15.98,8928,-422,261,66,-3.2214,1.9924,0.5038,4804,3204,15200,0.2932,0.1956,0.9277,11.3645,-17.1846
2019-01-28 21:08:16.09,8929,-419,271,59,-3.1985,2.0687,0.4504,4836,3540,15288,0.2952,0.2161,0.9331,12.4496,-17.1279
2019-01-28 21:08:16.21,8930,-395,287,68,-3.0153,2.1908,0.5191,4608,3224,15268,0.2812,0.1968,0.9319,11.4286,-16.4517
2019-01-28 21:08:16.32,8931,-416,266,47,-3.1756,2.0305,0.3588,4792,3224,15304,0.2925,0.1968,0.9341,11.3672,-17.0348
2019-01-28 21:08:16.43,8932,-420,257,40,-3.2061,1.9618,0.3053,5092,3264,15264,0.3108,0.1992,0.9316,11.4667,-18.0674
2019-01-28 21:08:16.55,8933,-408,262,72,-3.1145,2.0,0.5496,5100,3308,15196,0.3113,0.2019,0.9275,11.6608,-18.1561
2019-01-28 21:08:16.66,8934,-419,283,73,-3.1985,2.1603,0.5573,5024,3216,15172,0.3066,0.1963,0.926,11.3774,-17.9492
2019-01-28 21:08:16.77,8935,-429,4,67,-3.2748,0.0305,0.5115,5072,3168,15104,0.3096,0.1934,0.9219,11.2457,-18.1933
2019-01-28 21:08:16.89,8936,-435,278,76,-3.3206,2.1221,0.5802,5024,3264,15220,0.3066,0.1992,0.929,11.5107,-17.8877
2019-01-28 21:08:17.00,8937,-426,273,79,-3.2519,2.084,0.6031,4836,3232,15576,0.2952,0.1973,0.9507,11.2089,-16.9094
2019-01-28 21:08:17.11,8938,-429,264,70,-3.2748,2.0153,0.5344,4908,3308,15436,0.2996,0.2019,0.9421,11.5427,-17.2704
2019-01-28 21:08:17.23,8939,-417,0,55,-3.1832,0.0,0.4198,4624,3336,15288,0.2822,0.2036,0.9331,11.7975,-16.4627
2019-01-28 21:08:17.34,8940,-417,275,59,-3.1832,2.0992,0.4504,4832,3280,15344,0.2949,0.2002,0.9365,11.5243,-17.1164
2019-01-28 21:08:17.45,8941,-420,264,64,-3.2061,2.0153,0.4885,4856,3320,15316,0.2964,0.2026,0.9348,11.6747,-17.216
2019-01-28 21:08:17.57,8942,-419,259,78,-3.1985,1.9771,0.5954,4640,3284,15204,0.2832,0.2004,0.928,11.6725,-16.61
2019-01-28 21:08:17.68,8943,-434,507,77,-3.313,3.8702,0.5878,4804,3236,15220,0.2932,0.1975,0.929,11.4616,-17.1574
2019-01-28 21:08:17.79,8944,-417,275,85,-3.1832,2.0992,0.6489,4752,3120,15228,0.29,0.1904,0.9294,11.0664,-16.9987
2019-01-28 21:08:17.91,8945,-420,252,64,-3.2061,1.9237,0.4885,4920,3268,15236,0.3003,0.1995,0.9299,11.5364,-17.5229
2019-01-28 21:08:18.02,8946,-434,233,68,-3.313,1.7786,0.5191,4616,3276,15176,0.2817,0.2,0.9263,11.669,-16.5581
2019-01-28 21:08:18.13,8947,-424,4,66,-3.2366,0.0305,0.5038,4776,3260,15336,0.2915,0.199,0.936,11.4728,-16.9417
2019-01-28 21:08:18.24,8948,-399,275,55,-3.0458,2.0992,0.4198,5024,3248,15172,0.3066,0.1982,0.926,11.4876,-17.9419
2019-01-28 21:08:18.36,8949,-442,267,74,-3.374,2.0382,0.5649,4856,3236,15204,0.2964,0.1975,0.928,11.4613,-17.3484
2019-01-28 21:08:18.47,8950,-414,271,82,-3.1603,2.0687,0.626,4844,3184,15304,0.2957,0.1943,0.9341,11.2191,-17.2173
2019-01-28 21:08:18.58,8951,-421,9,76,-3.2137,0.0687,0.5802,4872,3276,15192,0.2974,0.2,0.9272,11.6038,-17.4056
2019-01-28 21:08:18.69,8952,-400,259,61,-3.0534,1.9771,0.4656,4644,3204,15480,0.2834,0.1956,0.9448,11.2134,-16.3714
2019-01-28 21:08:18.81,8953,-429,254,72,-3.2748,1.9389,0.5496,4864,3072,15332,0.2969,0.1875,0.9358,10.8124,-17.279
2019-01-28 21:08:18.92,8954,-420,265,66,-3.2061,2.0229,0.5038,4860,3216,15296,0.2966,0.1963,0.9336,11.3309,-17.2721
2019-01-28 21:08:19.03,8955,-379,263,48,-2.8931,2.0076,0.3664,4804,3168,15372,0.2932,0.1934,0.9382,11.1284,-17.0185
2019-01-28 21:08:19.14,8956,-428,281,60,-3.2672,2.145,0.458,5084,3076,15248,0.3103,0.1877,0.9307,10.8339,-18.0993
2019-01-28 21:08:19.26,8957,-410,262,72,-3.1298,2.0,0.5496,4672,3312,15336,0.2852,0.2021,0.936,11.6725,-16.5824
2019-01-28 21:08:19.37,8958,-399,498,49,-3.0458,3.8015,0.374,4944,3256,15520,0.3018,0.1987,0.9473,11.3042,-17.3159
2019-01-28 21:08:19.48,8959,-412,268,61,-3.145,2.0458,0.4656,4868,3308,15252,0.2971,0.2019,0.9309,11.6742,-17.3237
2019-01-28 21:08:19.59,8960,-413,271,73,-3.1527,2.0687,0.5573,4804,3316,15208,0.2932,0.2024,0.9282,11.7454,-17.1521
2019-01-28 21:08:19.71,8961,-432,259,81,-3.2977,1.9771,0.6183,4628,3168,15176,0.2825,0.1934,0.9263,11.2919,-16.6214
2019-01-28 21:08:19.82,8962,-417,272,96,-3.1832,2.0763,0.7328,4764,3220,15320,0.2908,0.1965,0.9351,11.3486,-16.9259
2019-01-28 21:08:19.93,8963,-431,285,86,-3.2901,2.1756,0.6565,5044,3192,15284,0.3079,0.1948,0.9329,11.2176,-17.903
2019-01-28 21:08:20.05,8964,-417,276,88,-3.1832,2.1069,0.6718,4920,3272,15152,0.3003,0.1997,0.9248,11.6065,-17.6091
2019-01-28 21:08:20.16,8965,-431,292,60,-3.2901,2.229,0.458,5088,3240,15316,0.3105,0.1978,0.9348,11.3516,-18.0046
2019-01-28 21:08:20.27,8966,-426,284,71,-3.2519,2.1679,0.542,4860,3264,15436,0.2966,0.1992,0.9421,11.4032,-17.1208
2019-01-28 21:08:20.39,8967,-409,271,83,-3.1221,2.0687,0.6336,5116,3144,15268,0.3123,0.1919,0.9319,11.0481,-18.1695
2019-01-28 21:08:20.50,8968,-417,266,69,-3.1832,2.0305,0.5267,4920,3220,15060,0.3003,0.1965,0.9192,11.4883,-17.7172
2019-01-28 21:08:20.61,8969,-402,268,76,-3.0687,2.0458,0.5802,4664,3360,15448,0.2847,0.2051,0.9429,11.7621,-16.437
2019-01-28 21:08:20.72,8970,-413,510,68,-3.1527,3.8931,0.5191,4848,3240,15384,0.2959,0.1978,0.939,11.3579,-17.1381
2019-01-28 21:08:20.84,8971,-401,272,74,-3.0611,2.0763,0.5649,4936,3424,15544,0.3013,0.209,0.9487,11.8569,-17.2295
2019-01-28 21:08:20.95,8972,-425,293,62,-3.2443,2.2366,0.4733,4904,3168,15192,0.2993,0.1934,0.9272,11.2244,-17.5367
2019-01-28 21:08:21.06,8973,-414,283,72,-3.1603,2.1603,0.5496,4912,3140,15240,0.2998,0.1917,0.9302,11.095,-17.5198
2019-01-28 21:08:21.17,8974,-398,236,89,-3.0382,1.8015,0.6794,4848,3288,15276,0.2959,0.2007,0.9324,11.5937,-17.2368
2019-01-28 21:08:21.29,8975,-408,273,57,-3.1145,2.084,0.4351,4788,3272,15128,0.2922,0.1997,0.9233,11.6514,-17.1893
2019-01-28 21:08:21.40,8976,-404,275,51,-3.084,2.0992,0.3893,4716,3304,15320,0.2878,0.2017,0.9351,11.6467,-16.7473
2019-01-28 21:08:21.51,8977,-417,263,64,-3.1832,2.0076,0.4885,4844,3284,15244,0.2957,0.2004,0.9304,11.6023,-17.2568
2019-01-28 21:08:21.62,8978,-401,260,45,-3.0611,1.9847,0.3435,4852,3324,15248,0.2961,0.2029,0.9307,11.7353,-17.2707
2019-01-28 21:08:21.74,8979,-418,276,64,-3.1908,2.1069,0.4885,4840,3196,15316,0.2954,0.1951,0.9348,11.2533,-17.1893
2019-01-28 21:08:21.85,8980,-405,280,79,-3.0916,2.1374,0.6031,4656,3104,15576,0.2842,0.1895,0.9507,10.8096,-16.3389
2019-01-28 21:08:21.96,8981,-414,270,62,-3.1603,2.0611,0.4733,4848,3248,15204,0.2959,0.1982,0.928,11.5044,-17.3189
2019-01-28 21:08:22.07,8982,-453,255,75,-3.458,1.9466,0.5725,4972,3304,15224,0.3035,0.2017,0.9292,11.6567,-17.701
2019-01-28 21:08:22.19,8983,-416,275,56,-3.1756,2.0992,0.4275,4828,3192,15412,0.2947,0.1948,0.9407,11.1799,-17.0535
2019-01-28 21:08:22.30,8984,-413,263,60,-3.1527,2.0076,0.458,4836,3212,15280,0.2952,0.196,0.9326,11.3326,-17.209
2019-01-28 21:08:22.41,8985,-423,282,81,-3.229,2.1527,0.6183,4808,3300,15308,0.2935,0.2014,0.9343,11.6218,-17.0681
2019-01-28 21:08:22.52,8986,-428,275,71,-3.2672,2.0992,0.542,4824,3232,15200,0.2944,0.1973,0.9277,11.4569,-17.2458
2019-01-28 21:08:22.64,8987,-421,502,84,-3.2137,3.8321,0.6412,4680,3284,15288,0.2856,0.2004,0.9331,11.6071,-16.6622
2019-01-28 21:08:22.75,8988,-407,266,66,-3.1069,2.0305,0.5038,4892,3184,15248,0.2986,0.1943,0.9307,11.2456,-17.4352
2019-01-28 21:08:22.86,8989,-426,290,82,-3.2519,2.2137,0.626,4764,3224,15292,0.2908,0.1968,0.9333,11.3808,-16.953
2019-01-28 21:08:22.97,8990,-407,274,64,-3.1069,2.0916,0.4885,4892,3280,15180,0.2986,0.2002,0.9265,11.6213,-17.4843
2019-01-28 21:08:23.09,8991,-405,251,77,-3.0916,1.916,0.5878,4620,3244,15328,0.282,0.198,0.9355,11.455,-16.4296
2019-01-28 21:08:23.20,8992,-398,264,76,-3.0382,2.0153,0.5802,5096,3212,15240,0.311,0.196,0.9302,11.3035,-18.1178
2019-01-28 21:08:23.31,8993,-427,269,66,-3.2595,2.0534,0.5038,4864,3292,15328,0.2969,0.2009,0.9355,11.5692,-17.2367
2019-01-28 21:08:23.42,8994,-436,7,74,-3.3282,0.0534,0.5649,4928,3320,15224,0.3008,0.2026,0.9292,11.7213,-17.5504
2019-01-28 21:08:23.54,8995,-418,261,81,-3.1908,1.9924,0.6183,4908,3264,15288,0.2996,0.1992,0.9331,11.4906,-17.4302
2019-01-28 21:08:23.65,8996,-430,264,86,-3.2824,2.0153,0.6565,4608,3184,15344,0.2812,0.1943,0.9365,11.2405,-16.3859
2019-01-28 21:08:23.76,8997,-426,271,54,-3.2519,2.0687,0.4122,4908,3216,15280,0.2996,0.1963,0.9326,11.3313,-17.4489
2019-01-28 21:08:23.87,8998,-400,17,80,-3.0534,0.1298,0.6107,4900,3444,15128,0.2991,0.2102,0.9233,12.2204,-17.5273
2019-01-28 21:08:23.99,8999,-426,273,63,-3.2519,2.084,0.4809,4760,3252,15232,0.2905,0.1985,0.9297,11.518,-16.9938
2019-01-28 21:08:24.10,9000,-423,281,75,-3.229,2.145,0.5725,4936,3232,15252,0.3013,0.1973,0.9309,11.3987,-17.5678
2019-01-28 21:08:24.21,9001,-416,264,57,-3.1756,2.0153,0.4351,4676,3244,15284,0.2854,0.198,0.9329,11.473,-16.6611
2019-01-28 21:08:24.33,9002,-437,278,63,-3.3359,2.1221,0.4809,5060,3216,15580,0.3088,0.1963,0.9509,11.1073,-17.6443
2019-01-28 21:08:24.44,9003,-415,289,77,-3.1679,2.2061,0.5878,4840,3280,15332,0.2954,0.2002,0.9358,11.5306,-17.1552
2019-01-28 21:08:24.55,9004,-418,255,60,-3.1908,1.9466,0.458,4640,3324,15212,0.2832,0.2029,0.9285,11.8052,-16.5936
2019-01-28 21:08:24.67,9005,-429,252,50,-3.2748,1.9237,0.3817,5020,3268,15244,0.3064,0.1995,0.9304,11.5094,-17.8482
2019-01-28 21:08:24.78,9006,-404,283,79,-3.084,2.1603,0.6031,4748,3308,15336,0.2898,0.2019,0.936,11.643,-16.8378
2019-01-28 21:08:24.89,9007,-439,268,40,-3.3511,2.0458,0.3053,4852,3128,15428,0.2961,0.1909,0.9417,10.9464,-17.1304
2019-01-28 21:08:25.01,9008,-434,262,63,-3.313,2.0,0.4809,4864,3256,15304,0.2969,0.1987,0.9341,11.4619,-17.2688
2019-01-28 21:08:25.12,9009,-407,0,63,-3.1069,0.0,0.4809,4836,3212,15256,0.2952,0.196,0.9312,11.3484,-17.2334
2019-01-28 21:08:25.23,9010,-407,510,61,-3.1069,3.8931,0.4656,4676,3192,15224,0.2854,0.1948,0.9292,11.3335,-16.7313
2019-01-28 21:08:25.34,9011,-405,254,70,-3.0916,1.9389,0.5344,4908,3204,15276,0.2996,0.1956,0.9324,11.2927,-17.4556
2019-01-28 21:08:25.46,9012,-421,504,57,-3.2137,3.8473,0.4351,5088,3264,15252,0.3105,0.1992,0.9309,11.4755,-18.0668
2019-01-28 21:08:25.57,9013,-431,260,75,-3.2901,1.9847,0.5725,4620,3312,15548,0.282,0.2021,0.949,11.5408,-16.2051
2019-01-28 21:08:25.68,9014,-405,269,57,-3.0916,2.0534,0.4351,4664,3352,15240,0.2847,0.2046,0.9302,11.8773,-16.641
2019-01-28 21:08:25.80,9015,-410,255,74,-3.1298,1.9466,0.5649,4632,3300,15288,0.2827,0.2014,0.9331,11.6721,-16.4973
2019-01-28 21:08:25.91,9016,-425,259,72,-3.2443,1.9771,0.5496,4980,3076,15232,0.304,0.1877,0.9297,10.8655,-17.7693
2019-01-28 21:08:26.02,9017,-405,280,83,-3.0916,2.1374,0.6336,5020,3228,15180,0.3064,0.197,0.9265,11.4143,-17.9246
2019-01-28 21:08:26.14,9018,-402,280,68,-3.0687,2.1374,0.5191,5104,3424,15304,0.3115,0.209,0.9341,11.9826,-18.0281
2019-01-28 21:08:26.25,9019,-415,257,73,-3.1679,1.9618,0.5573,5112,3348,15292,0.312,0.2043,0.9333,11.7304,-18.0848
2019-01-28 21:08:26.36,9020,-412,289,55,-3.145,2.2061,0.4198,4660,3260,15116,0.2844,0.199,0.9226,11.6453,-16.7704
2019-01-28 21:08:26.48,9021,-428,270,55,-3.2672,2.0611,0.4198,4828,3188,15172,0.2947,0.1946,0.926,11.3226,-17.2975
2019-01-28 21:08:26.59,9022,-410,261,56,-3.1298,1.9924,0.4275,4808,3284,15300,0.2935,0.2004,0.9338,11.5724,-17.0796
2019-01-28 21:08:26.70,9023,-426,274,63,-3.2519,2.0916,0.4809,4792,3156,15244,0.2925,0.1926,0.9304,11.1723,-17.1097
2019-01-28 21:08:26.82,9024,-399,275,54,-3.0458,2.0992,0.4122,4900,3212,15260,0.2991,0.196,0.9314,11.3323,-17.4435
2019-01-28 21:08:26.93,9025,-430,261,55,-3.2824,1.9924,0.4198,4740,3296,15128,0.2893,0.2012,0.9233,11.7449,-17.0217
2019-01-28 21:08:27.04,9026,-405,282,92,-3.0916,2.1527,0.7023,4904,3248,15196,0.2993,0.1982,0.9275,11.4977,-17.5151
2019-01-28 21:08:27.15,9027,-416,505,84,-3.1756,3.855,0.6412,5088,3172,15336,0.3105,0.1936,0.936,11.1066,-17.9985
2019-01-28 21:08:27.27,9028,-417,259,79,-3.1832,1.9771,0.6031,4892,3236,15308,0.2986,0.1975,0.9343,11.3849,-17.3625
2019-01-28 21:08:27.38,9029,-412,277,89,-3.145,2.1145,0.6794,4832,3312,15288,0.2949,0.2021,0.9331,11.6713,-17.1659
2019-01-28 21:08:27.49,9030,-406,283,73,-3.0992,2.1603,0.5573,4804,3304,15244,0.2932,0.2017,0.9304,11.6796,-17.1183
2019-01-28 21:08:27.60,9031,-408,268,67,-3.1145,2.0458,0.5115,4644,3248,15124,0.2834,0.1982,0.9231,11.6015,-16.7106
2019-01-28 21:08:27.71,9032,-418,266,65,-3.1908,2.0305,0.4962,4816,3228,15152,0.2939,0.197,0.9248,11.4769,-17.2689
2019-01-28 21:08:27.83,9033,-425,257,61,-3.2443,1.9618,0.4656,4884,3140,15300,0.2981,0.1917,0.9338,11.0623,-17.3644
2019-01-28 21:08:27.94,9034,-431,293,99,-3.2901,2.2366,0.7557,5060,3280,15460,0.3088,0.2002,0.9436,11.4,-17.7535
2019-01-28 21:08:28.05,9035,-411,274,40,-3.1374,2.0916,0.3053,4760,3244,15104,0.2905,0.198,0.9219,11.5766,-17.1252
2019-01-28 21:08:28.16,9036,-415,265,75,-3.1679,2.0229,0.5725,4828,3116,15184,0.2947,0.1902,0.9268,11.0655,-17.3005
2019-01-28 21:08:28.28,9037,-420,249,78,-3.2061,1.9008,0.5954,5020,3220,15264,0.3064,0.1965,0.9316,11.3317,-17.838
2019-01-28 21:08:28.39,9038,-432,280,46,-3.2977,2.1374,0.3511,4676,3200,15124,0.2854,0.1953,0.9231,11.428,-16.8296
2019-01-28 21:08:28.50,9039,-431,275,69,-3.2901,2.0992,0.5267,5060,3196,15172,0.3088,0.1951,0.926,11.3006,-18.0739
2019-01-28 21:08:28.61,9040,-455,215,46,-3.4733,1.6412,0.3511,4896,3280,15336,0.2988,0.2002,0.936,11.5161,-17.3378
2019-01-28 21:08:28.73,9041,-424,251,60,-3.2366,1.916,0.458,4688,3208,15112,0.2861,0.1958,0.9224,11.4614,-16.8807
2019-01-28 21:08:28.84,9042,-421,291,64,-3.2137,2.2214,0.4885,5016,3136,15160,0.3062,0.1914,0.9253,11.1109,-17.9529
2019-01-28 21:08:28.95,9043,-413,283,54,-3.1527,2.1603,0.4122,4796,3080,15212,0.2927,0.188,0.9285,10.9294,-17.1715
2019-01-28 21:08:29.06,9044,-418,259,78,-3.1908,1.9771,0.5954,4924,3196,15088,0.3005,0.1951,0.9209,11.3855,-17.7066
2019-01-28 21:08:29.18,9045,-426,508,74,-3.2519,3.8779,0.5649,4884,3320,15240,0.2981,0.2026,0.9302,11.72,-17.3868
2019-01-28 21:08:29.29,9046,-397,262,52,-3.0305,2.0,0.3969,4632,3208,15256,0.2827,0.1958,0.9312,11.3765,-16.5478
2019-01-28 21:08:29.40,9047,-416,280,65,-3.1756,2.1374,0.4962,4856,3416,15308,0.2964,0.2085,0.9343,12.0082,-17.2028
2019-01-28 21:08:29.51,9048,-419,283,63,-3.1985,2.1603,0.4809,4952,3300,15076,0.3022,0.2014,0.9202,11.7478,-17.79
2019-01-28 21:08:29.62,9049,-396,249,59,-3.0229,1.9008,0.4504,4660,3252,15232,0.2844,0.1985,0.9297,11.5388,-16.6568
2019-01-28 21:08:29.74,9050,-426,3,88,-3.2519,0.0229,0.6718,4820,3224,15208,0.2942,0.1968,0.9282,11.4248,-17.2259
2019-01-28 21:08:29.85,9051,-423,275,59,-3.229,2.0992,0.4504,4832,3232,15276,0.2949,0.1973,0.9324,11.4048,-17.1953
2019-01-28 21:08:29.96,9052,-411,273,72,-3.1374,2.084,0.5496,4988,3208,15232,0.3044,0.1958,0.9297,11.3182,-17.7675
2019-01-28 21:08:30.07,9053,-418,290,63,-3.1908,2.2137,0.4809,4900,3168,15288,0.2991,0.1934,0.9331,11.1629,-17.4242
2019-01-28 21:08:30.19,9054,-420,509,76,-3.2061,3.8855,0.5802,4832,3192,15136,0.2949,0.1948,0.9238,11.3595,-17.3472
2019-01-28 21:08:30.30,9055,-412,274,67,-3.145,2.0916,0.5115,5048,3236,15288,0.3081,0.1975,0.9331,11.3648,-17.9023
2019-01-28 21:08:30.41,9056,-429,7,83,-3.2748,0.0534,0.6336,4812,3296,15120,0.2937,0.2012,0.9229,11.7348,-17.2732
2019-01-28 21:08:30.52,9057,-421,242,64,-3.2137,1.8473,0.4885,4860,3304,15240,0.2966,0.2017,0.9302,11.6703,-17.31
2019-01-28 21:08:30.64,9058,-411,271,64,-3.1374,2.0687,0.4885,4748,3268,15280,0.2898,0.1995,0.9326,11.5434,-16.902
2019-01-28 21:08:30.75,9059,-438,270,60,-3.3435,2.0611,0.458,4876,3252,15152,0.2976,0.1985,0.9248,11.547,-17.4657
2019-01-28 21:08:30.86,9060,-415,260,87,-3.1679,1.9847,0.6641,4848,3244,15368,0.2959,0.198,0.938,11.382,-17.1533
2019-01-28 21:08:30.97,9061,-413,1,68,-3.1527,0.0076,0.5191,5056,3236,15304,0.3086,0.1975,0.9341,11.3526,-17.9121
