time,data_no.,gyro_x,gyro_y,gyro_z,g_x_scaled,g_y_scaled,g_z_scaled,accel_x,accel_y,accel_z,a_x_scaled,a_y_scaled,a_z_scaled,rotation_x,rotation_y
2019-01-28 21:24:45.39,17711,-323,-1429,-1712,-2.4656,-10.9084,-13.0687,7252,2096,17892,0.4426,0.1279,1.092,6.1962,-21.9281
2019-01-28 21:24:45.50,17712,-2684,550,-1933,-20.4885,4.1985,-14.7557,2484,4576,11996,0.1516,0.2793,0.7322,20.4825,-10.9498
2019-01-28 21:24:45.61,17713,-2096,-132,384,-16.0,-1.0076,2.9313,1308,5468,12128,0.0798,0.3337,0.7402,24.1447,-5.6152
2019-01-28 21:24:45.72,17714,-1973,576,2151,-15.0611,4.3969,16.4198,880,4248,15360,0.0537,0.2593,0.9375,15.4353,-3.1606
2019-01-28 21:24:45.84,17715,-2801,2223,1165,-21.3817,16.9695,8.8931,5360,3408,27728,0.3271,0.208,1.6924,6.8809,-10.8609
2019-01-28 21:24:45.95,17716,2463,-3311,5278,18.8015,-25.2748,40.2901,6096,7148,12608,0.3721,0.4363,0.7695,27.0403,-22.812
2019-01-28 21:24:46.06,17717,1669,1621,3902,12.7405,12.374,29.7863,2376,0,12600,0.145,0.0,0.769,0.0,-10.6789
2019-01-28 21:24:46.17,17718,1697,-426,1431,12.9542,-3.2519,10.9237,2392,1252,14256,0.146,0.0764,0.8701,4.9501,-9.489
2019-01-28 21:24:46.29,17719,1350,1311,-1801,10.3053,10.0076,-13.7481,872,1824,15036,0.0532,0.1113,0.9177,6.9052,-3.295
2019-01-28 21:24:46.40,17720,1293,3024,-2784,9.8702,23.084,-21.2519,5152,7740,24896,0.3145,0.4724,1.5195,16.9325,-11.1783
2019-01-28 21:24:46.51,17721,-3354,-1092,-2973,-25.6031,-8.3359,-22.6947,4052,2796,14796,0.2473,0.1707,0.9031,10.3293,-15.0613
2019-01-28 21:24:46.62,17722,-2401,906,-1984,-18.3282,6.916,-15.145,2168,4556,12852,0.1323,0.2781,0.7844,19.2675,-9.0341
2019-01-28 21:24:46.74,17723,-1573,-123,-1970,-12.0076,-0.9389,-15.0382,680,5704,13656,0.0415,0.3481,0.8335,22.6447,-2.6308
2019-01-28 21:24:46.85,17724,-2163,1367,-446,-16.5115,10.4351,-3.4046,-772,3960,15956,-0.0471,0.2417,0.9739,13.9225,2.6885
2019-01-28 21:24:46.96,17725,-2643,710,1450,-20.1756,5.4198,11.0687,5556,2736,21720,0.3391,0.167,1.3257,6.9578,-14.2407
2019-01-28 21:24:47.07,17726,2653,-947,5153,20.2519,-7.229,39.3359,2836,2904,10924,0.1731,0.1772,0.6667,14.4296,-14.0846
2019-01-28 21:24:47.19,17727,2062,189,1907,15.7405,1.4427,14.5573,2132,1288,14332,0.1301,0.0786,0.8748,5.0797,-8.4277
2019-01-28 21:24:47.30,17728,1073,-413,1610,8.1908,-3.1527,12.2901,1068,2080,13636,0.0652,0.127,0.8323,8.6468,-4.4274
2019-01-28 21:24:47.41,17729,1146,1814,-1043,8.7481,13.8473,-7.9618,1008,4704,16956,0.0615,0.2871,1.0349,15.4793,-3.2786
2019-01-28 21:24:47.52,17730,606,1345,-4640,4.626,10.2672,-35.4198,5992,5536,20348,0.3657,0.3379,1.2419,14.6271,-15.8624
2019-01-28 21:24:47.64,17731,-3484,-1481,-2726,-26.5954,-11.3053,-20.8092,3616,4700,12716,0.2207,0.2869,0.7761,19.5712,-14.9348
2019-01-28 21:24:47.75,17732,-2349,153,-1516,-17.9313,1.1679,-11.5725,2296,5096,13148,0.1401,0.311,0.8025,20.8973,-9.248
2019-01-28 21:24:47.87,17733,-1218,37,-899,-9.2977,0.2824,-6.8626,1280,4664,12648,0.0781,0.2847,0.772,20.1471,-5.4241
2019-01-28 21:24:47.98,17734,-1781,2006,-1459,-13.5954,15.313,-11.1374,-44,4236,18596,-0.0027,0.2585,1.135,12.8325,0.1322
2019-01-28 21:24:48.10,17735,-1662,108,3563,-12.687,0.8244,27.1985,7820,4568,18136,0.4773,0.2788,1.1069,13.0229,-22.6911
2019-01-28 21:24:48.22,17736,2217,0,5088,16.9237,0.0,38.8397,972,1024,11280,0.0593,0.0625,0.6885,5.1681,-4.905
2019-01-28 21:24:48.33,17737,1698,-1921,1519,12.9618,-14.6641,11.5954,2072,596,15028,0.1265,0.0364,0.9172,2.2499,-7.8441
2019-01-28 21:24:48.45,17738,1085,4,239,8.2824,0.0305,1.8244,-204,960,13328,-0.0125,0.0586,0.8135,4.1194,0.8746
2019-01-28 21:24:48.56,17739,1184,2697,583,9.0382,20.5878,4.4504,1580,4548,19908,0.0964,0.2776,1.2151,12.8294,-4.4243
2019-01-28 21:24:48.68,17740,-1082,-1861,-2464,-8.2595,-14.2061,-18.8092,6052,2160,18428,0.3694,0.1318,1.1248,6.3543,-18.0653
2019-01-28 21:24:48.79,17741,-2811,1061,-1369,-21.458,8.0992,-10.4504,1896,5416,12088,0.1157,0.3306,0.7378,23.8759,-8.1459
2019-01-28 21:24:48.91,17742,-2470,113,-47,-18.855,0.8626,-0.3588,-432,4296,12796,-0.0264,0.2622,0.781,18.5486,1.8331
2019-01-28 21:24:49.02,17743,-1490,932,725,-11.374,7.1145,5.5344,-20,4096,15812,-0.0012,0.25,0.9651,14.5229,0.0702
2019-01-28 21:24:49.13,17744,-1830,2672,191,-13.9695,20.3969,1.458,3032,5580,22784,0.1851,0.3406,1.3906,13.6456,-7.365
2019-01-28 21:24:49.25,17745,1245,-2716,6290,9.5038,-20.7328,48.0153,5460,5656,15556,0.3333,0.3452,0.9495,18.9356,-18.2558
2019-01-28 21:24:49.36,17746,2489,1800,4656,19.0,13.7405,35.542,1056,944,12928,0.0645,0.0576,0.7891,4.1625,-4.6574
2019-01-28 21:24:49.47,17747,1789,-1455,2854,13.6565,-11.1069,21.7863,1512,1576,14180,0.0923,0.0962,0.8655,6.3065,-6.0494
2019-01-28 21:24:49.58,17748,1784,655,-986,13.6183,5.0,-7.5267,-76,1720,16324,-0.0046,0.105,0.9963,6.0148,0.2653
2019-01-28 21:24:49.70,17749,1312,2775,-2402,10.0153,21.1832,-18.3359,1832,4532,22808,0.1118,0.2766,1.3921,11.2033,-4.5046
2019-01-28 21:24:49.81,17750,-2695,-2488,-3535,-20.5725,-18.9924,-26.9847,3876,3432,17792,0.2366,0.2095,1.0859,10.6736,-12.074
2019-01-28 21:24:49.92,17751,-2736,495,-3868,-20.8855,3.7786,-29.5267,680,3392,11036,0.0415,0.207,0.6736,17.0548,-3.3707
2019-01-28 21:24:50.03,17752,-1912,-1798,-1636,-14.5954,-13.7252,-12.4885,472,7012,15056,0.0288,0.428,0.9189,24.9619,-1.6278
2019-01-28 21:24:50.15,17753,-2964,878,-1139,-22.626,6.7023,-8.6947,-908,4456,17624,-0.0554,0.272,1.0757,14.1711,2.8595
2019-01-28 21:24:50.26,17754,-3344,1709,1337,-25.5267,13.0458,10.2061,4516,3844,21544,0.2756,0.2346,1.3149,9.9057,-11.6598
2019-01-28 21:24:50.37,17755,1922,-2065,5554,14.6718,-15.7634,42.3969,3404,3036,12996,0.2078,0.1853,0.7932,12.7342,-14.3087
2019-01-28 21:24:50.48,17756,1731,347,3313,13.2137,2.6489,25.2901,1672,1368,13748,0.1021,0.0835,0.8391,5.6412,-6.9004
2019-01-28 21:24:50.60,17757,1136,-907,2696,8.6718,-6.9237,20.5802,588,1244,14272,0.0359,0.0759,0.8711,4.9773,-2.3503
2019-01-28 21:24:50.71,17758,1485,1353,-1586,11.3359,10.3282,-12.1069,1796,3660,16968,0.1096,0.2234,1.0356,12.1066,-5.9072
2019-01-28 21:24:50.82,17759,966,-172,-3835,7.374,-1.313,-29.2748,7308,5908,19840,0.446,0.3606,1.2109,15.6119,-19.4444
2019-01-28 21:24:50.93,17760,-4671,-771,-1533,-35.6565,-5.8855,-11.7023,3976,4788,14236,0.2427,0.2922,0.8689,17.9489,-14.8273
2019-01-28 21:24:51.05,17761,-3161,176,-1113,-24.1298,1.3435,-8.4962,2544,4312,12404,0.1553,0.2632,0.7571,18.8058,-10.9637
2019-01-28 21:24:51.16,17762,-1195,-1012,-1757,-9.1221,-7.7252,-13.4122,2220,5040,13584,0.1355,0.3076,0.8291,20.1111,-8.7112
2019-01-28 21:24:51.27,17763,-2193,1560,-1129,-16.7405,11.9084,-8.6183,1268,3832,19968,0.0774,0.2339,1.2188,10.8421,-3.5686
2019-01-28 21:24:51.38,17764,-1378,-1132,1702,-10.5191,-8.6412,12.9924,8944,4276,14124,0.5459,0.261,0.8621,14.3473,-31.2193
2019-01-28 21:24:51.50,17765,3182,1447,4919,24.2901,11.0458,37.5496,2584,-64,12812,0.1577,-0.0039,0.782,-0.2806,-11.4026
2019-01-28 21:24:51.61,17766,2766,86,1505,21.1145,0.6565,11.4885,2476,776,14044,0.1511,0.0474,0.8572,3.1147,-9.9837
2019-01-28 21:24:51.72,17767,1177,-58,881,8.9847,-0.4427,6.7252,1288,1268,13360,0.0786,0.0774,0.8154,5.3968,-5.4822
2019-01-28 21:24:51.83,17768,1191,2713,208,9.0916,20.7099,1.5878,2572,5772,19448,0.157,0.3523,1.187,16.3954,-7.2256
2019-01-28 21:24:51.95,17769,-805,-880,-2993,-6.145,-6.7176,-22.8473,6428,2128,17340,0.3923,0.1299,1.0583,6.5642,-20.2007
2019-01-28 21:24:52.06,17770,-2837,-6,-2639,-21.6565,-0.0458,-20.145,2936,5304,12748,0.1792,0.3237,0.7781,22.0701,-12.0046
2019-01-28 21:24:52.17,17771,-2409,-203,-1720,-18.3893,-1.5496,-13.1298,1292,5092,12016,0.0789,0.3108,0.7334,22.8476,-5.6539
2019-01-28 21:24:52.29,17772,-1479,177,-203,-11.2901,1.3511,-1.5496,1904,4916,15064,0.1162,0.3,0.9194,17.9401,-6.8517
2019-01-28 21:24:52.40,17773,-2335,1340,-1298,-17.8244,10.229,-9.9084,2664,5852,22428,0.1626,0.3572,1.3689,14.526,-6.5564
2019-01-28 21:24:52.51,17774,163,-1891,3879,1.2443,-14.4351,29.6107,8484,5904,15020,0.5178,0.3604,0.9167,18.8936,-27.7306
2019-01-28 21:24:52.63,17775,2001,1342,3889,15.2748,10.2443,29.687,2428,816,13340,0.1482,0.0498,0.8142,3.4439,-10.2966
2019-01-28 21:24:52.74,17776,1703,-329,1909,13.0,-2.5115,14.5725,1924,908,13420,0.1174,0.0554,0.8191,3.8317,-8.1404
2019-01-28 21:24:52.85,17777,670,343,-1120,5.1145,2.6183,-8.5496,1040,1736,15032,0.0635,0.106,0.9175,6.5722,-3.9317
2019-01-28 21:24:52.97,17778,836,1441,-591,6.3817,11.0,-4.5115,588,2968,19532,0.0359,0.1812,1.1921,8.6365,-1.7048
2019-01-28 21:24:53.08,17779,-1598,-3157,-3728,-12.1985,-24.0992,-28.458,7268,3164,19308,0.4436,0.1931,1.1785,8.7192,-20.3785
2019-01-28 21:24:53.19,17780,-2731,354,-2904,-20.8473,2.7023,-22.1679,1552,3992,11956,0.0947,0.2437,0.7297,18.3204,-7.0193
2019-01-28 21:24:53.31,17781,-1958,95,-1934,-14.9466,0.7252,-14.7634,948,4780,11560,0.0579,0.2917,0.7056,22.3971,-4.3338
2019-01-28 21:24:53.42,17782,-1115,1352,375,-8.5115,10.3206,2.8626,588,4580,16628,0.0359,0.2795,1.0149,15.3905,-1.9526
2019-01-28 21:24:53.53,17783,-1811,963,248,-13.8244,7.3511,1.8931,4908,3084,24432,0.2996,0.1882,1.4912,7.0548,-11.2715
2019-01-28 21:24:53.65,17784,2568,-2279,4949,19.6031,-17.3969,37.7786,5748,4720,13068,0.3508,0.2881,0.7976,18.2948,-22.4747
2019-01-28 21:24:53.76,17785,2083,2362,4853,15.9008,18.0305,37.0458,1868,1372,14856,0.114,0.0837,0.9067,5.2355,-7.1367
2019-01-28 21:24:53.87,17786,1113,1096,2926,8.4962,8.3664,22.3359,592,808,13248,0.0361,0.0493,0.8086,3.4867,-2.5539
2019-01-28 21:24:53.99,17787,1069,1393,-939,8.1603,10.6336,-7.1679,1316,2856,17172,0.0803,0.1743,1.0481,9.4157,-4.3232
2019-01-28 21:24:54.10,17788,1595,1683,-1944,12.1756,12.8473,-14.8397,4392,5504,23268,0.2681,0.3359,1.4202,13.0857,-10.4085
2019-01-28 21:24:54.21,17789,-3334,-1759,-2877,-25.4504,-13.4275,-21.9618,4972,4112,15352,0.3035,0.251,0.937,14.2957,-17.3717
2019-01-28 21:24:54.32,17790,-3006,36,-2946,-22.9466,0.2748,-22.4885,1304,4308,12076,0.0796,0.2629,0.7371,19.5285,-5.8073
2019-01-28 21:24:54.44,17791,-1623,-1403,-2350,-12.3893,-10.7099,-17.9389,1780,5232,13944,0.1086,0.3193,0.8511,20.415,-6.8155
2019-01-28 21:24:54.55,17792,-1783,856,-1736,-13.6107,6.5344,-13.2519,-468,3744,17332,-0.0286,0.2285,1.0579,12.1852,1.5119
2019-01-28 21:24:54.66,17793,-1870,-1691,1192,-14.2748,-12.9084,9.0992,7152,2320,16492,0.4365,0.1416,1.0066,7.354,-23.2405
2019-01-28 21:24:54.78,17794,3279,609,5271,25.0305,4.6489,40.2366,3436,1280,12984,0.2097,0.0781,0.7925,5.444,-14.7542
2019-01-28 21:24:54.89,17795,1752,2,3480,13.374,0.0153,26.5649,1992,644,12360,0.1216,0.0393,0.7544,2.9447,-9.1432
2019-01-28 21:24:55.00,17796,1884,-436,1384,14.3817,-3.3282,10.5649,1080,940,14328,0.0659,0.0574,0.8745,3.743,-4.3014
2019-01-28 21:24:55.12,17797,1446,1795,1294,11.0382,13.7023,9.8779,1048,3640,17880,0.064,0.2222,1.0913,11.4878,-3.2872
2019-01-28 21:24:55.23,17798,-567,217,-1995,-4.3282,1.6565,-15.229,7760,4236,18368,0.4736,0.2585,1.1211,11.9935,-22.3754
2019-01-28 21:24:55.34,17799,-3096,847,-1126,-23.6336,6.4656,-8.5954,2396,4760,12436,0.1462,0.2905,0.759,20.5986,-10.2004
2019-01-28 21:24:55.46,17800,-2263,192,64,-17.2748,1.4656,0.4885,1784,4888,12688,0.1089,0.2983,0.7744,20.8815,-7.4748
2019-01-28 21:24:55.57,17801,-1283,1026,1068,-9.7939,7.8321,8.1527,1200,4448,14532,0.0732,0.2715,0.887,16.9641,-4.5147
2019-01-28 21:24:55.68,17802,-1567,2356,-1053,-11.9618,17.9847,-8.0382,4220,5408,25528,0.2576,0.3301,1.5581,11.8054,-9.1863
2019-01-28 21:24:55.80,17803,1098,-959,4499,8.3817,-7.3206,34.3435,7592,6828,14800,0.4634,0.4167,0.9033,22.3178,-24.9757
2019-01-28 21:24:55.91,17804,1639,1667,3849,12.5115,12.7252,29.3817,1932,996,13032,0.1179,0.0608,0.7954,4.3234,-8.4085
2019-01-28 21:24:56.02,17805,1701,-267,2455,12.9847,-2.0382,18.7405,1572,796,14124,0.0959,0.0486,0.8621,3.2059,-6.3409
2019-01-28 21:24:56.14,17806,1024,-131,-857,7.8168,-1.0,-6.542,240,1968,15164,0.0146,0.1201,0.9255,7.3937,-0.8992
2019-01-28 21:24:56.25,17807,1223,2557,-1491,9.3359,19.5191,-11.3817,356,3000,21312,0.0217,0.1831,1.3008,8.0115,-0.9477
2019-01-28 21:24:56.36,17808,-1286,-2330,-3363,-9.8168,-17.7863,-25.6718,6836,3384,19640,0.4172,0.2065,1.1987,9.2425,-18.9325
2019-01-28 21:24:56.47,17809,-2442,770,-1382,-18.6412,5.8779,-10.5496,1156,3232,12196,0.0706,0.1973,0.7444,14.7792,-5.235
2019-01-28 21:24:56.59,17810,-1387,-526,-796,-10.5878,-4.0153,-6.0763,492,5196,12924,0.03,0.3171,0.7888,21.8879,-2.0229
2019-01-28 21:24:56.70,17811,-1713,446,684,-13.0763,3.4046,5.2214,-368,3632,16220,-0.0225,0.2217,0.99,12.6184,1.2683
2019-01-28 21:24:56.81,17812,-1830,2557,2507,-13.9695,19.5191,19.1374,4728,6048,23424,0.2886,0.3691,1.4297,14.2029,-11.0582
2019-01-28 21:24:56.92,17813,1638,-2404,6102,12.5038,-18.3511,46.5802,5228,4288,15900,0.3191,0.2617,0.9705,14.3697,-17.6127
2019-01-28 21:24:57.04,17814,2397,1885,4020,18.2977,14.3893,30.687,1620,1736,12892,0.0989,0.106,0.7869,7.61,-7.0988
2019-01-28 21:24:57.15,17815,999,0,1806,7.626,0.0,13.7863,1236,908,13960,0.0754,0.0554,0.8521,3.707,-5.0491
2019-01-28 21:24:57.26,17816,774,972,-1976,5.9084,7.4198,-15.084,1272,3352,15572,0.0776,0.2046,0.9504,12.1089,-4.5657
2019-01-28 21:24:57.37,17817,345,3470,-3244,2.6336,26.4885,-24.7634,3472,6388,23844,0.2119,0.3899,1.4553,14.8482,-8.0063
2019-01-28 21:24:57.49,17818,-3731,-3065,-1236,-28.4809,-23.3969,-9.4351,4024,3408,15100,0.2456,0.208,0.9216,12.3027,-14.5716
2019-01-28 21:24:57.60,17819,-1788,548,-1229,-13.6489,4.1832,-9.3817,1960,4316,13124,0.1196,0.2634,0.801,18.0174,-8.0747
2019-01-28 21:24:57.71,17820,-977,-45,-1308,-7.458,-0.3435,-9.9847,1084,5580,14008,0.0662,0.3406,0.855,21.6608,-4.112
2019-01-28 21:24:57.83,17821,-1326,1547,-1194,-10.1221,11.8092,-9.1145,-584,4016,16976,-0.0356,0.2451,1.0361,13.3021,1.9174
2019-01-28 21:24:57.94,17822,-1890,2236,1494,-14.4275,17.0687,11.4046,4280,2888,19552,0.2612,0.1763,1.1934,8.2107,-12.2189
2019-01-28 21:24:58.05,17823,1353,-3068,4220,10.3282,-23.4198,32.2137,2964,2952,14136,0.1809,0.1802,0.8628,11.5513,-11.5989
2019-01-28 21:24:58.16,17824,603,-243,1551,4.6031,-1.855,11.8397,1672,1280,14108,0.1021,0.0781,0.8611,5.1483,-6.7315
2019-01-28 21:24:58.28,17825,160,353,838,1.2214,2.6947,6.3969,712,1200,13520,0.0435,0.0732,0.8252,5.0652,-3.0028
2019-01-28 21:24:58.39,17826,372,1636,-1237,2.8397,12.4885,-9.4427,1792,4236,17224,0.1094,0.2585,1.0513,13.7455,-5.769
2019-01-28 21:24:58.51,17827,-308,952,-1457,-2.3511,7.2672,-11.1221,4376,5720,18116,0.2671,0.3491,1.1057,17.0621,-12.9715
2019-01-28 21:24:58.62,17828,-3094,-1976,-100,-23.6183,-15.084,-0.7634,2904,5952,13976,0.1772,0.3633,0.853,22.6345,-10.8227
2019-01-28 21:24:58.73,17829,-2179,-455,72,-16.6336,-3.4733,0.5496,1524,3468,12452,0.093,0.2117,0.76,15.4533,-6.7243
2019-01-28 21:24:58.84,17830,-574,-476,-228,-4.3817,-3.6336,-1.7405,1840,4512,13868,0.1123,0.2754,0.8464,17.8759,-7.191
2019-01-28 21:24:58.96,17831,-1389,788,-1015,-10.6031,6.0153,-7.7481,420,3688,19408,0.0256,0.2251,1.1846,10.7569,-1.2179
2019-01-28 21:24:59.07,17832,-2059,-211,1352,-15.7176,-1.6107,10.3206,5308,3328,14680,0.324,0.2031,0.896,12.035,-19.4243
2019-01-28 21:24:59.18,17833,1536,-1328,3388,11.7252,-10.1374,25.8626,3132,12,12480,0.1912,0.0007,0.7617,0.0534,-14.0881
2019-01-28 21:24:59.30,17834,1160,-565,1532,8.855,-4.313,11.6947,2140,1168,13428,0.1306,0.0713,0.8196,4.9096,-9.0215
2019-01-28 21:24:59.41,17835,484,815,379,3.6947,6.2214,2.8931,1444,1716,14052,0.0881,0.1047,0.8577,6.9262,-5.8242
2019-01-28 21:24:59.52,17836,879,2903,376,6.7099,22.1603,2.8702,2516,4044,18108,0.1536,0.2468,1.1052,12.4731,-7.7224
2019-01-28 21:24:59.63,17837,8,775,-1146,0.0611,5.916,-8.7481,4700,3436,17332,0.2869,0.2097,1.0579,10.8318,-14.8956
2019-01-28 21:24:59.74,17838,-2312,-644,-865,-17.6489,-4.916,-6.6031,2200,5308,12008,0.1343,0.324,0.7329,23.4995,-9.5127
2019-01-28 21:24:59.85,17839,-1969,-19,1139,-15.0305,-0.145,8.6947,1752,4044,13080,0.1069,0.2468,0.7983,17.037,-7.2924
2019-01-28 21:24:59.96,17840,-787,994,88,-6.0076,7.5878,0.6718,1712,4392,13528,0.1045,0.2681,0.8257,17.8533,-6.8635
2019-01-28 21:25:00.07,17841,-950,2314,-644,-7.2519,17.6641,-4.916,1676,3972,19000,0.1023,0.2424,1.1597,11.7634,-4.9349
2019-01-28 21:25:00.18,17842,-1053,379,1521,-8.0382,2.8931,11.6107,5856,4228,14836,0.3574,0.2581,0.9055,14.8465,-20.7868
2019-01-28 21:25:00.28,17843,1249,-11,3630,9.5344,-0.084,27.7099,2444,276,12788,0.1492,0.0168,0.7805,1.2144,-10.8172
2019-01-28 21:25:00.40,17844,905,-355,1808,6.9084,-2.7099,13.8015,2136,1640,14620,0.1304,0.1001,0.8923,6.3337,-8.2611
2019-01-28 21:25:00.51,17845,536,1439,1014,4.0916,10.9847,7.7405,464,1068,14180,0.0283,0.0652,0.8655,4.3049,-1.8689
2019-01-28 21:25:00.62,17846,1018,2942,-555,7.771,22.458,-4.2366,1144,4060,17456,0.0698,0.2478,1.0654,13.0663,-3.6524
2019-01-28 21:25:00.74,17847,98,-241,-2455,0.7481,-1.8397,-18.7405,4644,3176,19116,0.2834,0.1938,1.1667,9.1711,-13.4769
2019-01-28 21:25:00.85,17848,-872,-1219,-2137,-6.6565,-9.3053,-16.313,2228,5544,13088,0.136,0.3384,0.7988,22.6648,-8.9086
2019-01-28 21:25:00.96,17849,-1598,-467,422,-12.1985,-3.5649,3.2214,1300,5088,13384,0.0793,0.3105,0.8169,20.7254,-5.1878
2019-01-28 21:25:01.08,17850,-1451,1396,727,-11.0763,10.6565,5.5496,1040,5012,13008,0.0635,0.3059,0.7939,21.0106,-4.2666
2019-01-28 21:25:01.19,17851,-1156,3177,-476,-8.8244,24.2519,-3.6336,1536,4704,19508,0.0938,0.2871,1.1907,13.5167,-4.3771
2019-01-28 21:25:01.30,17852,-575,-1666,2809,-4.3893,-12.7176,21.4427,6516,6476,17660,0.3977,0.3953,1.0779,18.9849,-19.1067
2019-01-28 21:25:01.41,17853,-4,300,3438,-0.0305,2.2901,26.2443,1056,-308,13504,0.0645,-0.0188,0.8242,-1.3026,-4.4702
2019-01-28 21:25:01.53,17854,549,-984,1015,4.1908,-7.5115,7.7481,1224,900,14124,0.0747,0.0549,0.8621,3.6325,-4.943
2019-01-28 21:25:01.64,17855,678,206,-750,5.1756,1.5725,-5.7252,-348,1864,14824,-0.0212,0.1138,0.9048,7.1649,1.3343
2019-01-28 21:25:01.75,17856,1396,2736,-953,10.6565,20.8855,-7.2748,-1032,1740,18796,-0.063,0.1062,1.1472,5.2811,3.1293
2019-01-28 21:25:01.86,17857,-304,-4066,-1051,-2.3206,-31.0382,-8.0229,6296,3000,19276,0.3843,0.1831,1.1765,8.4154,-17.8869
2019-01-28 21:25:01.97,17858,-1126,230,-1145,-8.5954,1.7557,-8.7405,2088,5188,13472,0.1274,0.3167,0.8223,20.8344,-8.2299
2019-01-28 21:25:02.08,17859,-1861,-257,1958,-14.2061,-1.9618,14.9466,196,4596,12244,0.012,0.2805,0.7473,20.5721,-0.8586
2019-01-28 21:25:02.19,17860,-1326,1773,1791,-10.1221,13.5344,13.6718,260,4804,15288,0.0159,0.2932,0.9331,17.4421,-0.9295
2019-01-28 21:25:02.30,17861,-1722,1774,88,-13.145,13.542,0.6718,2476,3560,22036,0.1511,0.2173,1.345,9.1206,-6.3296
2019-01-28 21:25:02.40,17862,327,-2460,3976,2.4962,-18.7786,30.3511,7076,6872,16432,0.4319,0.4194,1.0029,21.0122,-21.667
2019-01-28 21:25:02.51,17863,1162,850,5458,8.8702,6.4885,41.6641,1412,616,12704,0.0862,0.0376,0.7754,2.7591,-6.3348
2019-01-28 21:25:02.62,17864,1540,198,2291,11.7557,1.5115,17.4885,1060,276,14324,0.0647,0.0168,0.8743,1.1008,-4.2315
2019-01-28 21:25:02.73,17865,500,418,95,3.8168,3.1908,0.7252,-320,1016,14792,-0.0195,0.062,0.9028,3.9283,1.2364
2019-01-28 21:25:02.84,17866,1134,3360,-608,8.6565,25.6489,-4.6412,-728,2032,21084,-0.0444,0.124,1.2869,5.5017,1.9684
2019-01-28 21:25:02.96,17867,-423,-3432,-2163,-3.229,-26.1985,-16.5115,6140,4336,19984,0.3748,0.2646,1.2197,11.7173,-16.7129
2019-01-28 21:25:03.07,17868,-1416,-1438,-861,-10.8092,-10.9771,-6.5725,360,3064,10132,0.022,0.187,0.6184,16.8157,-1.9479
2019-01-28 21:25:03.17,17869,-881,-1709,804,-6.7252,-13.0458,6.1374,840,6820,13928,0.0513,0.4163,0.8501,26.0481,-3.1004
2019-01-28 21:25:03.28,17870,-2485,-2578,1818,-18.9695,-19.6794,13.8779,-64,4416,20196,-0.0039,0.2695,1.2327,12.334,0.1774
2019-01-28 21:25:03.39,17871,-3526,-4296,-949,-26.916,-32.7939,-7.2443,4916,2976,21744,0.3,0.1816,1.3271,7.6038,-12.6257
2019-01-28 21:25:03.50,17872,421,-3784,2506,3.2137,-28.8855,19.1298,7712,2952,15536,0.4707,0.1802,0.9482,9.6589,-25.9971
2019-01-28 21:25:03.60,17873,2131,-572,3491,16.2672,-4.3664,26.6489,5524,2784,18000,0.3372,0.1699,1.0986,8.4108,-16.8716
2019-01-28 21:25:03.71,17874,1855,-19,2608,14.1603,-0.145,19.9084,2684,1472,13140,0.1638,0.0898,0.802,6.2636,-11.4747
2019-01-28 21:25:03.82,17875,2173,1997,-859,16.5878,15.2443,-6.5573,1560,-740,4160,0.0952,-0.0452,0.2539,-9.4563,-20.2644
2019-01-28 21:25:03.94,17876,-1403,-1682,646,-10.7099,-12.8397,4.9313,9812,6916,19436,0.5989,0.4221,1.1863,17.6225,-25.4368
2019-01-28 21:25:04.04,17877,-3943,-1918,-4015,-30.0992,-14.6412,-30.6489,4568,5924,21132,0.2788,0.3616,1.2898,15.3232,-11.7577
2019-01-28 21:25:04.15,17878,-4585,-2146,-2251,-35.0,-16.3817,-17.1832,3940,4820,9272,0.2405,0.2942,0.5659,25.5683,-20.6581
2019-01-28 21:25:04.26,17879,-2404,3021,1889,-18.3511,23.0611,14.4198,3448,3204,-104,0.2104,0.1956,-0.0063,42.8863,-47.0857
2019-01-28 21:25:04.37,17880,-502,-1001,832,-3.8321,-7.6412,6.3511,11584,8820,30936,0.707,0.5383,1.8882,14.9493,-19.804
2019-01-28 21:25:04.48,17881,3743,-49,4659,28.5725,-0.374,35.5649,5064,2736,19604,0.3091,0.167,1.1965,7.6956,-14.3505
2019-01-28 21:25:04.59,17882,2340,922,2850,17.8626,7.0382,21.7557,3148,56,7816,0.1921,0.0034,0.4771,0.3808,-21.9373
2019-01-28 21:25:04.70,17883,2306,390,-5404,17.6031,2.9771,-41.2519,6440,1344,6176,0.3931,0.082,0.377,8.5658,-45.5363
2019-01-28 21:25:04.81,17884,-3319,-2042,-3219,-25.3359,-15.5878,-24.5725,2688,3356,22864,0.1641,0.2048,1.3955,8.294,-6.6347
2019-01-28 21:25:04.93,17885,-7241,-2139,-2941,-55.2748,-16.3282,-22.4504,3964,6872,12848,0.2419,0.4194,0.7842,27.0714,-15.2195
2019-01-28 21:25:05.04,17886,-2562,-1550,1581,-19.5573,-11.8321,12.0687,3908,2796,-2312,0.2385,0.1707,-0.1411,31.6234,-47.1272
2019-01-28 21:25:05.15,17887,1616,5941,1975,12.3359,45.3511,15.0763,12740,6760,32767,0.7776,0.4126,1.9999,10.8841,-20.8462
2019-01-28 21:25:05.26,17888,5271,1678,4888,40.2366,12.8092,37.313,4500,1856,20044,0.2747,0.1133,1.2234,5.1625,-12.6013
